label,left_eye_openness,right_eye_openness,average_eye_openness,left_eye_aspect_ratio,right_eye_aspect_ratio,eye_closure_indicator,left_brow_to_eye_dist,right_brow_to_eye_dist,eyebrow_elevation,eyebrow_asymmetry,brow_inner_distance,mouth_width,mouth_height,mouth_aspect_ratio,mouth_openness,mouth_corner_elevation,smile_curvature,lip_separation,face_width,face_height,face_aspect_ratio,head_roll,head_yaw,head_pitch,mouthSmileLeft,mouthSmileRight,mouthFrownLeft,mouthFrownRight,mouthPucker,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,mouthLowerDownLeft,mouthLowerDownRight,jawOpen,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,eyeBlinkLeft,eyeBlinkRight,eyeWideLeft,eyeWideRight,eyeSquintLeft,eyeSquintRight,cheekPuff,noseSneerLeft,noseSneerRight
happy,0.32890936525234316,0.17854617019000052,0.21228666564315948,0.2638352120950186,0.25051272222969256,0.09957997106239279,0.38388909561304757,0.5181533430518692,0.0636113588700066,0.02085839906829581,0.4789068844877623,1.0,0.1482061788733202,0.2041969051871762,0.03321955448549252,0.3239225150653636,0.7450074089013747,0.046764908637957944,1.8786978980687192,2.9115093553494464,1.1315665752993402,0.02437736638035451,-0.0935985695616446,0.06003609566451658,0.6986006613404271,0.7077439739414124,0.026920019412193533,0.02475077283673302,0.02536552395074785,0.025600673039102476,0.047841418811316,0.014716604786999998,0.013340844522070013,0.00942095453277759,0.028007732493481444,0.03467663980537159,0.018518683050486623,0.009077965799487135,0.009281744196013885,0.028457706241721115,0.029662304225644753,0.027061005487967537,0.011348373805246973,0.023018097199867357,0.021516915518829467,0.4718688596729013,0.5371428777948191,0.36788764390197454,0.028825876319934635,0.02087852790335559
happy,0.26337709674942034,0.25554062197677463,0.24677835189134625,0.2517457324631995,0.30484823933703187,0.07835422210766893,0.5250415724808397,0.31957759269977515,0.04413951197524894,0.022115789846365072,0.44103556319514947,1.0,0.20935384770239723,0.17657408471843516,0.04190884362837008,0.3228987940628577,0.7308695675118385,0.027675489341586368,1.731681655448869,2.102906762034392,1.2514775769058926,0.023129551895198733,0.056815940325468633,-0.11657246558845331,0.7670910883284678,0.8328582424881322,0.014445715597625055,0.022061015983997286,0.028132675121575378,0.0159784949836369,0.02593807808824635,0.011394962766133533,0.015280299994654068,0.01503740737802172,0.004454084607342484,0.026330642250212564,0.01389776957736459,0.020162423543459936,0.02624970656577682,0.025804905288389274,0.028650006416646223,0.018719688701377492,0.014497121943426002,0.01896366325821681,0.0,0.3052887527576913,0.31773003876455974,0.2702202537918814,0.025197064947404677,0.00822877228031921
happy,0.31835080956028855,0.2314518806394864,0.2693172469908833,0.23149933835268258,0.24982900772298314,0.1210077034364349,0.316132667202593,0.48366783237480393,0.05416037304081486,0.012276050575941673,0.2987759501928082,1.0,0.1604087697646393,0.1989580341371561,0.05038241254666025,0.3600889445660458,0.7260644372526975,0.03208879387911737,2.158264581360803,2.5330487481993416,1.4100905138442403,-0.030253004323151176,0.11693054680074588,-0.028501117684914076,0.8502133495097495,0.7928245270979412,0.0390229375858543,0.004546080293802938,0.01168323007425328,0.007954512761728176,0.014932472558975016,0.002103080081767985,0.028256962308587256,0.017111104937715945,0.0008795181714654453,0.006797471944301959,0.02407568001685254,0.030895645382626957,0.04595750159199323,0.05788021205809529,0.025387322632587955,0.007136004439585765,0.0,0.023480249010469866,0.00943176576096576,0.40846427398203144,0.3887903200940192,0.33873672908668917,0.03385774300023937,0.02204163137678948
happy,0.25471198872818684,0.27720330735744736,0.37193235550615394,0.2639082356441866,0.28948218533069175,0.0875176100365212,0.3581668581026806,0.3752034509269912,0.03730854387062432,0.04767010652165714,0.342502932454293,1.0,0.14659169441078002,0.2258655609956584,0.05673664190685261,0.2721681051170955,0.7459237473864566,0.03854121532998567,2.244973465481676,2.2782437361713557,0.9344885394668263,-0.012690786963095065,-0.09320883775432304,-0.13397463557634856,0.5966474910816457,0.7707105501266543,0.04052818633333566,0.0220798909764547,0.018457701760571526,0.023715739814833058,0.036978022642188725,0.022851972517730135,0.014657945999161417,0.03438175323077856,0.025573833700000978,0.039964827895947894,0.02238204768388478,0.004081902587633496,0.002213930409806355,0.04146206311900624,0.04240765437018286,0.01766625022732619,0.015018564825232159,0.038998775799148636,0.0056084061334346555,0.36052729810441736,0.5143326794689045,0.3184315901712328,0.019933415732639074,0.017875242319181337
happy,0.3134848172503966,0.17339105074638683,0.27746664309963387,0.23470309189121388,0.22343560818729116,0.07804619082678124,0.42410543334568707,0.520982447032591,0.02678812743955763,0.020398209403727427,0.3661081396666495,1.0,0.21710203953627033,0.21071744432465114,0.07340446688024801,0.272274716037505,0.6804057388329297,0.04608247070459126,2.178811457163147,2.5166564428162763,0.9604725947090604,0.027005963903914687,0.1266733675182345,0.007246792552139644,0.760858773795345,0.7773873996166686,0.05272716248794097,0.04439897994666171,0.008907836442735339,0.016264016299860712,0.0009752539761189588,0.012320808818474676,0.02410286504667443,0.035676097071547036,0.010521910109333088,0.011496096279118644,0.0,0.017885343032916202,0.006188612645825679,0.013117287444241042,0.008600809883821352,0.01877458679471676,0.0,0.00092841180991712,0.047680212456367874,0.3212577418725969,0.340321442154536,0.4969530822657051,0.05776587320012529,0.004769633825270557
happy,0.22868343192173168,0.2672455520110103,0.3204215539552107,0.2730429822339986,0.24871531786309703,0.09665442588709898,0.34344557485132643,0.43154153484196345,0.045338218924843285,0.023018208565141328,0.3611270946826689,1.0,0.21747048525933366,0.19598402911523594,0.056155737146986066,0.2826577673788934,0.7500084393091414,0.03737273441300017,2.2028606350438253,2.4132743090989077,1.5451429688432294,-0.029459916543042444,0.030739999584645857,0.13829581155244738,0.9388025882970291,0.79630158630678,0.010080256273968021,0.005538650864215566,0.03548485839015525,0.0234157399269128,0.026241864244090942,0.0,0.03205670026025635,0.02590746439678672,0.0055644011026117855,0.013870177503150664,0.023428323656634754,0.020682068378631166,0.016201774584553786,0.01865465251514251,0.01672429408331049,0.021983312657332093,0.03912939564891105,0.0,0.016920946561374106,0.4676512421372447,0.47959939896870996,0.3202468334942968,0.0,0.024263941288283426
happy,0.26291668839760957,0.27681113401689994,0.22524927744339468,0.24996631482932372,0.2990013378409688,0.11456638104969269,0.5842541494192707,0.5412494213957713,0.057684016881267584,0.0426711488401813,0.43072952111168095,1.0,0.1690268747192158,0.1925620139105794,0.037795083092245156,0.3294791967297427,0.6321696376885134,0.06369113099230908,2.0380384063108234,2.892145777783913,1.2981598939265517,0.1381880171331348,-0.13804752644245238,0.06910624109585506,0.9684775389176161,0.8376929629366374,0.0,0.01912960875232339,0.004763906496267392,0.013262362049238429,0.03964596963259738,0.028287939541670047,0.010913904428476298,0.006821674236274814,0.02042616720739139,0.004184718058045336,0.011275176393844445,0.02405612313016617,0.03501905646938705,0.027913899138917717,0.0,0.02395676747739338,0.020936436452023515,0.025380573709845013,0.041010725861465695,0.2436761723195257,0.39088965748088944,0.39727250582346835,0.0,0.03918733762469562
happy,0.322315711878243,0.33556052091143,0.29210965704713276,0.2670320267809609,0.2681102971784518,0.07841636838151546,0.4385665272813727,0.4381795037349422,0.05670939262618617,0.03299771520983383,0.32590247426151137,1.0,0.234813855263382,0.16137185319071629,0.035610624697419394,0.29011530959155973,0.8344385190485321,0.05019995597231154,2.5319121918920215,2.773439728418864,1.3148948923077712,0.029468529016052673,0.07619255872590636,-0.04567549292174356,0.8164939801588912,1.0,0.017332898044741425,0.0,0.040855306699722836,0.014049907397561266,0.02140244577645943,0.03702415890318685,0.0,0.003728586216620186,0.0,0.00967622822966949,0.025715275878220915,0.026814441956566022,0.0235915643312712,0.0016340435093992363,0.0,0.02070659661007497,0.013866911562701634,0.025972015032315953,0.029125397140876513,0.4638241432058682,0.5260133085375854,0.3683369099292054,0.026890841172819067,0.010839247582691528
happy,0.2595254590443223,0.3071006972980699,0.2661763828204003,0.2564737349801561,0.2848855712607222,0.0501734907236461,0.349523394574206,0.3351306316981814,0.009161717902654666,0.011182562277982703,0.4524603729809418,1.0,0.18731823303184852,0.2319348736233655,0.07323450731468462,0.276543103263693,0.8853585889569398,0.05161221652259691,1.8278455772560749,2.2256138670449777,0.8875812816880368,-0.014368913106516683,0.017709848699126153,0.06564227803339351,0.6434239375519617,0.7070379974310685,0.030446605251921822,0.04237000780515779,0.0020316403000984785,0.025106757087378948,0.0064729287909520514,0.026171062150021625,0.018295873541059555,0.0,0.0320678608903903,0.012134990733486497,0.01305929690114379,0.00609321865323403,0.011494317403061779,0.025562575729033924,0.01753982356782673,0.024272606029672253,0.024704984101074967,0.03716860152186617,0.01554378003876307,0.3023142183154268,0.5567222416571983,0.3234809462322196,0.0344897017795059,0.024983902471372117
happy,0.3880029875107952,0.2836078190269045,0.28832991085248794,0.29228720472399156,0.23463016901697958,0.10832675931545638,0.4479956292835761,0.4743278863879604,0.0354160458958854,0.0,0.2548911594806096,1.0,0.16302901445724466,0.17871212391402266,0.08390154534251655,0.33529966849536497,0.6537908883658372,0.05608489791789175,1.9676995731861444,2.3426526511398644,1.1940999194924302,-0.010491002416267594,0.03138983046416656,0.15608100481010398,0.8243005340370472,0.7092889819339182,0.033830069925546664,0.0051548030601487466,0.02008240781070949,0.05376975844574583,0.022900036654128576,0.03863178858588025,0.021189762316251706,0.027550102239287357,0.01926181847289501,0.017784701444865342,0.009866728842569544,0.025593917666448193,0.008930016540585017,0.02865260807207458,0.03410873105779683,0.02476490829408399,0.016278766463776007,0.02590155253101305,0.015987250277896638,0.543554712546515,0.26685939157848765,0.3231514105505083,0.0,0.0005642092070463345
